unit_id,cycle,op_setting_1,op_setting_2,op_setting_3,s2,s3,s4,s7,s8,s11,s12,s15,RUL
29,71,0.0012,0.0001,100.0,640.68,1588.59,1399.02,554.41,2387.72,47.69,522.19,8.436,192
29,72,0.0015,0.0003,100.0,640.76,1586.51,1403.08,553.7,2387.56,47.63,521.8,8.4547,191
29,73,0.0018,0.0001,100.0,641.05,1590.27,1397.73,554.43,2387.62,47.84,521.9,8.4157,190
29,74,0.0013,0.0003,100.0,640.3,1590.33,1398.04,554.09,2387.77,47.63,521.38,8.4294,189
29,75,0.0004,0.0003,100.0,641.5,1586.05,1398.4,554.29,2387.86,47.68,522.03,8.3986,188
29,76,-0.0014,0.0001,100.0,640.51,1584.67,1398.36,554.4,2387.75,47.52,521.48,8.4016,187
29,77,0.0013,0.0002,100.0,640.8,1585.44,1402.73,554.13,2387.64,47.55,521.5,8.4283,186
29,78,0.0044,0.0001,100.0,640.54,1589.0,1395.85,553.57,2387.69,47.51,521.63,8.4014,185
29,79,0.0008,0.0003,100.0,641.22,1586.01,1404.01,554.47,2387.83,47.51,521.6,8.4231,184
29,80,-0.0003,0.0002,100.0,640.97,1588.77,1402.0,554.77,2387.7,47.59,522.34,8.4234,183
29,81,0.0002,0.0002,100.0,641.09,1590.1,1399.75,554.48,2387.78,47.63,521.6,8.4312,182
29,82,-0.0022,0.0,100.0,640.75,1586.84,1398.94,554.05,2387.94,47.63,521.78,8.4712,181
29,83,-0.001,0.0004,100.0,640.53,1588.52,1399.53,553.92,2387.63,47.74,521.56,8.4519,180
29,84,-0.001,0.0003,100.0,640.27,1589.0,1398.0,554.19,2387.66,47.43,521.46,8.4601,179
29,85,0.0055,0.0004,100.0,640.77,1588.34,1404.08,554.02,2387.77,47.65,522.17,8.3982,178
29,86,0.0013,0.0001,100.0,640.89,1589.95,1399.54,554.25,2387.8,47.55,522.15,8.4327,177
29,87,0.0002,0.0002,100.0,641.12,1588.95,1398.95,553.63,2387.74,47.53,521.8,8.4437,176
29,88,0.0009,0.0003,100.0,641.13,1588.76,1399.79,554.18,2387.71,47.61,521.46,8.4368,175
29,89,0.002,0.0002,100.0,641.07,1587.44,1398.32,554.52,2387.73,47.65,521.72,8.4092,174
29,90,0.0054,0.0003,100.0,640.46,1588.77,1399.78,554.55,2387.87,47.64,521.19,8.4427,173
29,91,0.0024,0.0001,100.0,640.68,1589.62,1401.6,554.23,2387.89,47.53,521.57,8.4374,172
29,92,0.0025,0.0002,100.0,640.63,1588.02,1398.51,554.44,2387.75,47.77,521.37,8.4251,171
29,93,0.002,0.0,100.0,640.44,1590.75,1400.19,555.14,2387.74,47.76,521.59,8.4235,170
29,94,0.002,0.0002,100.0,640.16,1588.0,1397.4,553.05,2387.83,47.57,521.59,8.431,169
29,95,0.0025,0.0003,100.0,640.83,1589.72,1399.0,553.82,2387.52,47.71,521.49,8.4679,168
29,96,0.0036,0.0002,100.0,640.98,1589.82,1400.95,554.46,2387.77,47.58,521.34,8.4367,167
29,97,0.0025,0.0001,100.0,640.81,1587.04,1399.09,553.56,2387.64,47.65,521.68,8.444,166
29,98,0.0008,0.0002,100.0,640.19,1587.6,1398.58,554.45,2387.82,47.64,521.92,8.4794,165
29,99,0.0013,0.0002,100.0,640.51,1589.5,1402.27,553.93,2387.71,47.59,521.35,8.4309,164
29,100,0.0015,0.0004,100.0,641.32,1589.62,1397.76,554.49,2387.72,47.61,521.64,8.4225,163
29,101,0.0046,0.0001,100.0,640.66,1589.15,1400.47,553.92,2387.71,47.74,521.54,8.4104,162
29,102,0.0003,0.0002,100.0,641.03,1588.72,1397.57,553.99,2387.73,47.48,521.82,8.4347,161
29,103,0.001,0.0004,100.0,640.83,1590.96,1397.84,554.03,2387.85,47.7,521.0,8.3948,160
29,104,0.0007,0.0003,100.0,640.64,1589.99,1400.16,554.47,2387.86,47.74,521.97,8.4159,159
29,105,0.0038,0.0001,100.0,640.91,1589.91,1396.46,554.78,2387.58,47.57,521.75,8.4276,158
29,106,0.0033,0.0002,100.0,640.66,1586.07,1400.26,554.07,2387.63,47.78,522.02,8.4297,157
29,107,0.0004,0.0001,100.0,640.98,1590.32,1397.86,554.39,2387.77,47.54,521.31,8.4382,156
29,108,0.0009,0.0001,100.0,640.94,1590.43,1397.66,554.18,2387.91,47.55,522.2,8.4219,155
29,109,0.0032,0.0001,100.0,640.36,1588.04,1401.78,555.35,2388.02,47.63,521.59,8.4087,154
29,110,-0.0019,0.0002,100.0,640.7,1589.78,1400.92,553.88,2387.75,47.59,521.44,8.4081,153
29,111,0.0041,0.0002,100.0,640.7,1587.34,1397.58,553.57,2387.69,47.76,521.49,8.4399,152
29,112,0.0002,0.0004,100.0,640.54,1588.91,1399.96,555.06,2387.58,47.76,521.17,8.4452,151
29,113,-0.0014,0.0001,100.0,640.97,1589.92,1398.17,555.1,2388.04,47.85,521.39,8.4254,150
29,114,0.002,0.0002,100.0,640.86,1590.16,1401.14,553.34,2387.75,47.7,521.97,8.438,149
29,115,-0.0002,0.0002,100.0,640.86,1592.95,1402.51,554.39,2387.83,47.66,521.71,8.4488,148
29,116,0.0031,0.0001,100.0,640.37,1590.25,1402.25,554.52,2387.73,47.65,521.73,8.452,147
29,117,-0.0012,0.0001,100.0,640.52,1589.76,1397.46,554.68,2387.73,47.72,521.69,8.4285,146
29,118,-0.0019,0.0001,100.0,640.75,1588.9,1401.61,553.91,2387.76,47.81,521.93,8.4329,145
29,119,0.0008,0.0003,100.0,640.98,1590.24,1396.3,554.59,2387.7,47.62,521.94,8.4459,144
29,120,0.0026,0.0001,100.0,640.68,1587.97,1402.74,554.91,2387.7,47.6,521.94,8.4179,143
29,121,0.0027,0.0002,100.0,640.71,1590.64,1398.31,553.96,2387.8,47.48,521.7,8.4554,142
29,122,0.0022,0.0002,100.0,640.8,1591.43,1403.02,554.22,2387.7,47.75,522.01,8.4603,141
29,123,0.0024,0.0001,100.0,640.3,1592.12,1403.52,553.9,2387.78,47.64,521.69,8.4253,140
29,124,0.0039,0.0002,100.0,640.68,1590.54,1396.41,554.44,2387.71,47.83,521.76,8.4181,139
29,125,0.0016,0.0002,100.0,640.85,1590.59,1399.18,555.03,2387.82,47.6,521.53,8.4094,138
29,126,0.0043,0.0002,100.0,640.9,1586.73,1399.38,553.82,2387.82,47.61,521.8,8.4245,137
29,127,0.0051,0.0001,100.0,641.09,1589.14,1402.32,553.94,2387.77,47.63,522.22,8.4121,136
29,128,-0.001,0.0002,100.0,641.04,1588.4,1401.03,554.26,2387.69,47.68,521.53,8.448,135
29,129,0.0034,0.0004,100.0,641.08,1589.2,1397.92,555.22,2387.82,47.61,521.8,8.4038,134
29,130,0.0025,0.0002,100.0,641.08,1587.89,1396.64,555.06,2387.76,47.64,521.99,8.4263,133
29,131,0.001,0.0001,100.0,640.91,1591.86,1399.69,554.1,2387.76,47.56,521.92,8.455,132
29,132,0.0025,0.0002,100.0,640.02,1588.2,1400.26,553.46,2388.03,47.73,521.8,8.4367,131
29,133,0.0016,0.0001,100.0,640.8,1591.59,1402.97,554.42,2387.98,47.68,521.48,8.4432,130
29,134,0.0001,0.0001,100.0,641.0,1592.69,1402.73,554.78,2387.83,47.59,521.33,8.4448,129
29,135,0.001,0.0001,100.0,640.75,1590.23,1402.05,554.05,2387.78,47.74,521.24,8.427,128
29,136,0.0034,0.0003,100.0,640.76,1593.33,1397.94,555.19,2387.82,47.58,521.82,8.4443,127
29,137,0.0003,0.0001,100.0,640.93,1589.17,1403.35,554.31,2387.65,47.52,521.24,8.4605,126
29,138,0.0008,0.0001,100.0,640.74,1590.91,1402.34,554.6,2387.73,47.67,521.57,8.4276,125
29,139,-0.0024,0.0002,100.0,640.99,1590.42,1403.38,554.67,2387.81,47.63,521.59,8.4261,124
29,140,0.0006,0.0001,100.0,640.74,1590.67,1399.29,555.97,2387.74,47.71,521.43,8.4632,123
29,141,0.0032,0.0002,100.0,640.35,1590.65,1402.58,554.76,2387.77,47.69,521.82,8.4468,122
29,142,-0.0026,0.0004,100.0,640.86,1590.39,1404.14,555.2,2387.79,47.69,521.22,8.4638,121
29,143,0.0011,0.0001,100.0,641.16,1588.76,1403.89,554.91,2387.85,47.7,521.74,8.4228,120
29,144,0.0019,0.0001,100.0,640.83,1588.89,1400.23,555.3,2387.66,47.78,521.23,8.4788,119
29,145,0.0018,0.0002,100.0,641.03,1588.93,1402.04,554.02,2387.93,47.54,521.32,8.432,118
29,146,0.0039,0.0003,100.0,640.88,1589.06,1398.93,554.6,2387.68,47.56,521.75,8.4302,117
29,147,-0.0006,0.0002,100.0,641.21,1588.37,1405.99,553.56,2387.72,47.83,521.78,8.4418,116
29,148,0.0031,0.0003,100.0,640.92,1589.42,1405.15,554.42,2387.96,47.8,521.85,8.4277,115
29,149,-0.0029,0.0002,100.0,640.76,1591.45,1398.96,554.56,2387.93,47.74,521.46,8.4871,114
29,150,0.0003,0.0002,100.0,640.95,1589.03,1404.76,554.37,2387.73,47.52,521.87,8.4539,113
29,151,0.0017,0.0002,100.0,641.34,1592.7,1398.64,554.62,2387.71,47.75,521.5,8.4275,112
29,152,-0.0025,0.0002,100.0,641.22,1590.38,1398.76,555.19,2387.69,47.65,521.42,8.4577,111
29,153,0.0042,0.0002,100.0,640.97,1590.2,1398.92,554.98,2387.89,47.65,521.19,8.4807,110
29,154,0.0015,-0.0,100.0,640.87,1590.75,1405.1,554.52,2387.78,47.74,521.08,8.4835,109
29,155,0.0002,0.0003,100.0,641.01,1593.01,1403.04,555.78,2387.78,47.89,521.89,8.4666,108
29,156,0.0015,0.0001,100.0,641.19,1592.01,1403.41,554.97,2387.83,47.76,521.61,8.4661,107
29,157,0.0011,0.0003,100.0,640.78,1591.51,1403.47,554.82,2387.98,47.72,521.61,8.4805,106
29,158,-0.0009,0.0002,100.0,641.53,1588.97,1398.25,554.83,2387.75,47.77,522.02,8.5269,105
29,159,-0.0024,0.0002,100.0,641.12,1591.28,1400.16,555.72,2387.94,47.77,521.83,8.4459,104
29,160,0.0,0.0001,100.0,641.2,1590.58,1405.23,554.81,2387.97,47.9,522.01,8.441,103
29,161,0.0041,0.0002,100.0,641.31,1593.25,1402.38,555.48,2388.0,47.86,521.65,8.4386,102
29,162,0.0017,0.0002,100.0,641.89,1589.69,1404.19,555.63,2387.61,48.02,521.66,8.4501,101
29,163,-0.0009,0.0002,100.0,641.06,1590.14,1403.22,555.68,2387.94,47.85,521.49,8.4793,100
29,164,0.0007,0.0001,100.0,640.89,1589.61,1398.63,555.08,2387.94,47.98,521.55,8.4578,99
29,165,0.002,-0.0001,100.0,641.7,1590.59,1402.6,555.79,2387.87,47.97,521.07,8.4874,98
29,166,-0.002,0.0002,100.0,640.93,1590.33,1403.82,555.21,2387.9,47.84,521.74,8.5298,97
29,167,0.0015,0.0001,100.0,641.48,1590.27,1404.39,555.21,2387.78,47.77,520.65,8.4929,96
29,168,0.004,0.0004,100.0,641.08,1589.23,1405.02,555.24,2387.96,47.85,521.08,8.4808,95
29,169,0.0034,0.0003,100.0,640.72,1592.83,1401.87,555.1,2387.91,47.94,521.15,8.5058,94
29,170,0.003,0.0004,100.0,640.9,1590.88,1405.96,556.3,2387.76,47.93,521.58,8.4677,93
29,171,-0.0007,0.0002,100.0,641.4,1592.48,1402.84,555.32,2387.83,47.82,521.27,8.5039,92
29,172,0.0016,0.0002,100.0,641.31,1588.53,1406.38,555.72,2387.92,48.03,521.62,8.512,91
29,173,-0.0027,0.0002,100.0,641.05,1590.35,1405.39,555.85,2387.92,47.79,520.53,8.5032,90
29,174,0.0004,0.0003,100.0,641.83,1592.37,1403.88,555.17,2387.85,47.93,521.64,8.507,89
29,175,0.0,0.0001,100.0,641.7,1592.42,1405.27,554.91,2387.77,47.79,521.24,8.4898,88
29,176,0.0027,0.0003,100.0,641.04,1589.26,1405.47,556.14,2387.92,47.98,521.43,8.5172,87
29,177,0.0014,0.0004,100.0,641.76,1589.24,1406.11,555.23,2388.06,47.96,521.36,8.5134,86
29,178,0.001,0.0003,100.0,641.67,1594.62,1404.93,554.82,2388.0,47.85,521.16,8.5121,85
29,179,-0.0001,0.0003,100.0,641.04,1593.24,1405.08,557.23,2387.77,47.99,521.44,8.5075,84
29,180,0.0042,0.0004,100.0,641.58,1591.19,1402.65,556.27,2387.97,48.04,521.2,8.5353,83
29,181,0.0024,0.0003,100.0,641.1,1596.23,1407.08,555.31,2387.98,48.01,521.2,8.5164,82
29,182,0.0019,0.0002,100.0,641.18,1591.77,1404.77,555.98,2388.03,48.12,521.16,8.5449,81
29,183,0.0015,0.0001,100.0,641.93,1593.16,1405.8,556.54,2387.83,47.99,521.29,8.5398,80
29,184,-0.0019,0.0002,100.0,641.12,1592.11,1406.71,555.52,2388.09,48.05,521.28,8.5245,79
29,185,-0.0012,0.0003,100.0,641.63,1592.63,1408.53,556.19,2388.03,48.02,521.3,8.5479,78
29,186,0.0002,0.0002,100.0,641.74,1596.24,1406.69,555.22,2387.79,47.95,521.55,8.577,77
29,187,-0.0015,0.0001,100.0,640.66,1594.03,1406.98,556.2,2387.87,48.01,520.75,8.5185,76
29,188,0.0006,0.0001,100.0,641.11,1594.01,1404.58,556.35,2387.87,47.95,520.82,8.5579,75
29,189,0.0005,0.0002,100.0,641.17,1591.23,1405.61,555.71,2387.94,48.0,520.9,8.5658,74
29,190,0.0016,0.0002,100.0,641.87,1591.31,1406.24,555.71,2387.99,48.14,520.39,8.5609,73
29,191,0.0031,0.0002,100.0,641.13,1594.61,1410.75,556.34,2387.96,48.09,520.98,8.5429,72
29,192,0.0014,0.0002,100.0,641.61,1596.61,1410.49,556.07,2388.17,48.24,521.54,8.5367,71
29,193,0.0002,0.0002,100.0,641.58,1596.29,1408.02,555.79,2387.96,48.04,521.61,8.5358,70
29,194,-0.0045,0.0002,100.0,642.04,1595.21,1409.05,556.83,2388.03,48.13,521.68,8.5295,69
29,195,0.0014,0.0001,100.0,642.0,1594.16,1404.13,557.14,2387.91,48.0,520.75,8.5256,68
29,196,0.0031,0.0002,100.0,641.2,1597.56,1407.21,556.85,2388.17,48.21,521.6,8.5467,67
29,197,0.0013,0.0003,100.0,641.91,1595.36,1406.91,558.3,2387.8,48.07,521.22,8.5694,66
29,198,0.0011,0.0002,100.0,641.38,1595.47,1408.38,557.64,2388.0,48.21,521.19,8.5846,65
29,199,0.0013,0.0001,100.0,641.42,1595.05,1405.04,557.16,2388.08,48.36,520.79,8.5733,64
29,200,0.0011,0.0001,100.0,641.67,1592.42,1410.95,557.36,2388.09,48.12,521.4,8.5509,63
29,201,0.0054,0.0001,100.0,641.63,1596.45,1410.16,556.66,2388.0,48.16,520.71,8.5811,62
29,202,0.0013,0.0,100.0,642.29,1594.66,1410.05,557.32,2387.89,48.25,520.21,8.5829,61
29,203,0.0009,0.0003,100.0,641.75,1594.34,1409.29,557.18,2388.0,48.23,521.18,8.5771,60
29,204,0.001,0.0001,100.0,642.43,1594.61,1406.39,556.86,2388.13,48.38,520.63,8.5841,59
29,205,0.0017,0.0,100.0,642.23,1596.77,1410.69,557.17,2388.17,48.3,520.76,8.6076,58
29,206,-0.0005,0.0002,100.0,641.49,1593.15,1412.26,557.09,2388.14,48.47,521.12,8.583,57
29,207,-0.0029,0.0,100.0,641.5,1593.55,1408.79,557.77,2388.03,48.25,521.0,8.6092,56
29,208,0.002,0.0003,100.0,641.71,1593.71,1412.32,557.34,2388.27,48.23,520.94,8.5846,55
29,209,-0.0012,0.0003,100.0,642.11,1595.31,1413.36,557.79,2388.04,48.23,521.05,8.6266,54
29,210,-0.0016,0.0002,100.0,641.42,1594.71,1412.0,557.28,2388.25,48.37,520.46,8.6177,53
29,211,0.0001,0.0003,100.0,642.15,1596.83,1411.06,557.6,2388.0,48.34,521.04,8.6493,52
29,212,-0.0001,0.0002,100.0,642.14,1595.18,1412.89,557.43,2388.15,48.31,520.91,8.6219,51
29,213,-0.0015,0.0003,100.0,641.89,1594.39,1410.92,557.62,2388.01,48.26,520.68,8.616,50
29,214,0.0004,0.0003,100.0,642.14,1596.02,1409.44,557.87,2388.11,48.25,520.39,8.6337,49
29,215,-0.0003,0.0003,100.0,641.97,1597.41,1413.54,558.28,2388.26,48.38,520.28,8.5952,48
29,216,-0.0044,0.0002,100.0,641.88,1596.72,1413.39,558.2,2387.92,48.27,521.24,8.6319,47
29,217,0.0045,0.0003,100.0,642.56,1596.96,1412.64,557.28,2388.13,48.23,520.32,8.6,46
29,218,-0.0015,0.0002,100.0,642.46,1594.7,1413.15,557.76,2388.07,48.46,520.73,8.6383,45
29,219,0.0026,0.0001,100.0,642.17,1595.81,1412.46,557.51,2387.95,48.63,520.71,8.6291,44
29,220,0.0027,0.0002,100.0,642.12,1598.62,1411.02,558.16,2388.04,48.52,520.7,8.6633,43
29,221,0.0018,0.0001,100.0,642.24,1597.73,1414.93,559.22,2388.08,48.26,520.3,8.6531,42
29,222,0.0033,0.0002,100.0,642.05,1595.99,1413.48,558.21,2388.36,48.6,520.81,8.648,41
29,223,0.0031,0.0001,100.0,642.21,1594.79,1414.45,557.99,2388.16,48.5,520.31,8.6607,40
29,224,0.0014,0.0001,100.0,642.22,1595.65,1411.83,558.87,2388.28,48.34,521.17,8.645,39
29,225,0.0033,0.0003,100.0,642.12,1599.94,1417.42,557.96,2388.16,48.8,520.41,8.6672,38
29,226,0.0068,0.0002,100.0,641.39,1598.31,1418.15,558.88,2388.12,48.42,520.46,8.6761,37
29,227,0.0009,0.0002,100.0,642.42,1595.64,1411.52,558.69,2388.28,48.53,520.52,8.661,36
29,228,-0.0008,0.0004,100.0,641.88,1595.87,1417.86,558.61,2388.21,48.67,520.4,8.688,35
29,229,-0.0009,0.0001,100.0,642.37,1598.21,1415.06,559.48,2388.27,48.25,520.33,8.6808,34
29,230,-0.0018,0.0003,100.0,642.21,1600.79,1416.83,559.35,2388.14,48.51,520.7,8.6916,33
29,231,0.0006,0.0002,100.0,642.1,1599.09,1421.35,559.05,2388.28,48.54,520.47,8.7109,32
29,232,0.0001,0.0002,100.0,642.71,1596.81,1416.31,558.98,2388.25,48.52,519.97,8.6423,31
29,233,0.0008,0.0003,100.0,642.65,1596.85,1416.7,559.7,2388.31,48.65,519.73,8.6882,30
29,234,0.002,0.0002,100.0,642.85,1598.62,1415.96,559.57,2388.29,48.69,520.52,8.6912,29
29,235,0.0028,0.0001,100.0,642.02,1597.43,1412.24,560.42,2388.42,48.76,520.28,8.7184,28
29,236,0.0006,0.0003,100.0,642.25,1600.13,1416.2,559.32,2388.39,48.59,521.06,8.7349,27
29,237,0.0014,0.0002,100.0,642.57,1598.86,1421.39,559.95,2388.22,48.74,520.8,8.7073,26
29,238,0.0001,0.0003,100.0,642.64,1598.18,1416.11,559.67,2388.34,48.82,520.23,8.728,25
29,239,-0.0023,0.0002,100.0,642.92,1599.63,1418.67,559.64,2388.39,48.44,519.77,8.7272,24
29,240,-0.0015,0.0003,100.0,643.01,1601.26,1423.03,560.05,2388.33,48.74,519.96,8.7158,23
29,241,0.0022,0.0004,100.0,642.84,1598.39,1417.18,560.3,2388.37,48.65,520.23,8.7359,22
29,242,0.0004,0.0001,100.0,642.72,1598.43,1416.66,560.82,2388.52,48.77,520.3,8.7307,21
29,243,-0.0027,0.0004,100.0,642.82,1603.13,1419.4,560.13,2388.32,48.84,520.51,8.7439,20
29,244,0.0015,0.0001,100.0,642.95,1600.35,1418.28,560.14,2388.46,48.61,520.3,8.7433,19
29,245,0.0034,0.0002,100.0,642.22,1604.16,1419.88,561.42,2388.47,48.83,520.19,8.7638,18
29,246,0.0008,0.0003,100.0,643.08,1602.67,1420.56,560.24,2388.44,48.76,519.99,8.7546,17
29,247,0.0021,0.0002,100.0,642.59,1597.94,1422.8,560.66,2388.41,48.78,519.51,8.7348,16
29,248,-0.002,0.0002,100.0,642.71,1598.75,1424.09,560.7,2388.64,48.91,520.52,8.7414,15
29,249,0.0016,0.0003,100.0,643.01,1602.48,1421.55,561.97,2388.46,48.86,519.96,8.7443,14
29,250,-0.0014,0.0001,100.0,643.29,1601.2,1420.94,560.59,2388.52,48.78,519.79,8.6819,13
29,251,0.0009,0.0002,100.0,642.75,1599.88,1419.08,561.64,2388.36,48.74,519.67,8.7491,12
29,252,0.0019,0.0001,100.0,642.52,1602.45,1424.43,561.61,2388.5,48.98,519.87,8.8028,11
29,253,-0.0006,0.0003,100.0,642.91,1601.17,1421.65,561.8,2388.44,48.88,520.25,8.8046,10
29,254,0.001,0.0001,100.0,643.28,1601.53,1424.66,560.67,2388.42,48.87,519.62,8.8009,9
29,255,0.0037,0.0002,100.0,642.84,1601.54,1423.03,562.52,2388.5,49.02,520.35,8.7778,8
29,256,0.0026,0.0003,100.0,642.94,1602.22,1422.61,561.4,2388.52,48.97,519.9,8.7613,7
29,257,0.0047,0.0004,100.0,643.15,1604.02,1421.46,562.34,2388.51,48.87,520.21,8.8127,6
29,258,0.0009,0.0003,100.0,643.51,1603.79,1424.86,561.14,2388.48,49.35,519.3,8.8095,5
29,259,0.0022,0.0003,100.0,643.2,1605.09,1423.78,562.16,2388.55,49.04,519.66,8.8337,4
29,260,0.0026,0.0003,100.0,643.55,1602.68,1423.51,561.71,2388.63,49.1,519.82,8.792,3
29,261,0.0016,0.0001,100.0,643.37,1603.89,1426.45,561.95,2388.68,49.18,519.37,8.8155,2
29,262,-0.0007,0.0003,100.0,643.56,1600.87,1426.29,562.42,2388.35,49.14,519.59,8.8515,1
29,263,0.0001,0.0004,100.0,643.57,1603.43,1427.59,561.97,2388.69,49.41,519.97,8.8404,0
30,1,0.0014,0.0002,100.0,641.74,1586.21,1398.33,554.29,2387.83,47.89,521.5,8.3979,174
30,2,0.0001,0.0001,100.0,641.61,1588.15,1397.71,553.9,2387.86,47.68,521.16,8.396,173
30,3,0.003,0.0002,100.0,641.76,1585.35,1395.79,553.46,2387.63,47.89,521.52,8.4113,172
30,4,0.002,0.0001,100.0,642.12,1585.7,1400.81,553.51,2387.78,47.65,521.31,8.4003,171
30,5,0.0035,0.0003,100.0,641.94,1582.91,1395.88,553.67,2387.68,47.78,521.43,8.3735,170
30,6,-0.0008,0.0001,100.0,641.74,1586.83,1396.73,553.04,2387.65,47.7,521.3,8.3827,169
30,7,0.0031,0.0004,100.0,641.9,1586.05,1399.44,554.17,2387.74,47.74,522.01,8.4044,168
30,8,0.0023,0.0003,100.0,641.64,1582.32,1399.45,553.6,2387.66,47.78,521.51,8.3934,167
30,9,0.0012,0.0002,100.0,642.12,1580.99,1400.27,553.06,2387.74,47.79,521.86,8.3808,166
30,10,0.0073,0.0002,100.0,641.92,1584.57,1400.22,554.26,2387.6,47.86,521.86,8.395,165
30,11,0.0003,0.0,100.0,641.74,1588.46,1395.25,552.77,2387.83,47.78,521.18,8.404,164
30,12,0.0031,0.0001,100.0,642.12,1586.3,1396.19,552.82,2387.49,47.74,521.42,8.3753,163
30,13,-0.0008,0.0002,100.0,641.52,1584.62,1399.31,552.99,2387.63,47.86,521.07,8.368,162
30,14,0.0008,0.0002,100.0,642.09,1585.27,1398.71,554.57,2387.72,47.6,521.72,8.3859,161
30,15,0.0047,0.0002,100.0,642.01,1586.94,1401.78,554.61,2387.82,47.9,521.74,8.38,160
30,16,0.001,0.0002,100.0,641.83,1585.67,1399.02,553.0,2387.88,47.71,521.92,8.3887,159
30,17,-0.0002,0.0004,100.0,642.1,1584.07,1405.14,554.07,2387.86,47.64,521.83,8.3959,158
30,18,0.0014,0.0001,100.0,641.56,1583.6,1398.75,554.29,2387.7,47.64,521.39,8.3753,157
30,19,0.0004,0.0001,100.0,641.75,1584.57,1396.12,554.05,2387.73,47.69,521.65,8.3953,156
30,20,0.0044,0.0002,100.0,642.0,1582.21,1399.04,553.48,2387.83,47.8,521.74,8.3616,155
30,21,-0.0006,0.0001,100.0,641.48,1582.9,1398.75,553.3,2387.9,47.82,521.52,8.3715,154
30,22,0.0016,0.0003,100.0,641.71,1582.88,1397.86,554.38,2387.73,47.7,521.5,8.382,153
30,23,-0.0003,0.0002,100.0,641.71,1584.01,1396.57,554.08,2387.93,47.75,521.76,8.3921,152
30,24,-0.0005,0.0002,100.0,641.96,1585.95,1397.68,554.55,2387.67,47.72,521.7,8.3595,151
30,25,0.0015,0.0002,100.0,642.0,1587.57,1398.97,553.43,2387.79,47.8,521.5,8.3991,150
30,26,0.0036,0.0002,100.0,641.83,1585.79,1400.59,553.06,2387.83,47.81,521.39,8.4171,149
30,27,-0.0014,0.0002,100.0,641.76,1584.35,1398.83,552.8,2387.68,47.77,521.88,8.3709,148
30,28,-0.0002,0.0002,100.0,641.69,1585.55,1398.51,553.11,2387.75,47.89,521.25,8.3918,147
30,29,-0.0023,0.0002,100.0,641.77,1582.83,1401.07,554.01,2387.57,47.71,521.49,8.4142,146
30,30,-0.0009,0.0002,100.0,641.62,1586.25,1399.45,553.11,2387.71,47.75,521.14,8.408,145
30,31,0.0011,0.0003,100.0,641.77,1583.46,1397.79,553.89,2387.65,47.7,522.06,8.3718,144
30,32,0.0005,0.0002,100.0,641.95,1581.95,1399.53,553.16,2387.79,47.74,521.47,8.4298,143
30,33,0.0029,0.0001,100.0,642.01,1582.86,1398.23,553.56,2387.77,47.71,521.21,8.3998,142
30,34,-0.0014,-0.0,100.0,642.27,1584.69,1396.87,553.54,2387.63,47.82,521.66,8.3663,141
30,35,-0.0004,0.0002,100.0,641.8,1583.94,1398.2,553.21,2387.85,47.68,521.95,8.3777,140
30,36,-0.0018,0.0002,100.0,641.81,1588.14,1395.31,554.16,2387.79,47.73,521.18,8.415,139
30,37,0.002,0.0001,100.0,641.64,1586.48,1397.14,553.77,2387.71,47.67,521.11,8.4066,138
30,38,-0.0017,0.0002,100.0,641.8,1582.82,1396.98,553.59,2387.64,47.75,521.77,8.391,137
30,39,-0.0006,0.0002,100.0,642.41,1586.99,1398.16,553.31,2387.83,47.71,521.12,8.3974,136
30,40,-0.0009,0.0001,100.0,641.92,1583.9,1400.2,553.91,2387.82,47.88,521.54,8.3724,135
30,41,0.0037,0.0004,100.0,641.48,1583.23,1399.82,553.48,2387.82,47.61,521.41,8.4447,134
30,42,-0.0014,0.0001,100.0,642.48,1584.7,1399.28,553.61,2387.69,47.91,521.9,8.4125,133
30,43,-0.0002,0.0002,100.0,642.0,1583.02,1398.73,552.89,2387.62,47.91,522.31,8.4065,132
30,44,0.0017,0.0001,100.0,642.07,1585.93,1398.78,553.97,2387.77,47.67,521.7,8.4109,131
30,45,0.0018,0.0003,100.0,641.96,1583.86,1396.75,553.05,2387.67,47.78,521.99,8.4068,130
30,46,0.0041,0.0001,100.0,642.31,1586.72,1398.63,553.28,2387.95,47.82,521.87,8.364,129
30,47,0.0049,0.0001,100.0,641.75,1583.42,1398.65,553.6,2387.73,47.76,521.24,8.4006,128
30,48,-0.0012,0.0003,100.0,641.67,1584.51,1398.25,552.96,2387.6,47.88,521.02,8.3877,127
30,49,-0.0031,0.0003,100.0,641.51,1583.54,1396.11,553.17,2387.64,47.81,521.7,8.4457,126
30,50,-0.002,0.0001,100.0,641.8,1585.9,1398.27,554.06,2387.95,47.68,521.25,8.3641,125
30,51,-0.0002,0.0001,100.0,641.76,1585.0,1397.81,553.26,2387.77,47.73,521.92,8.4108,124
30,52,0.0028,0.0003,100.0,641.84,1584.39,1402.9,553.53,2387.72,47.56,521.76,8.3828,123
30,53,0.0032,0.0003,100.0,641.64,1586.19,1400.12,553.32,2387.64,47.65,521.42,8.3892,122
30,54,0.0031,0.0003,100.0,641.83,1582.63,1397.06,553.43,2387.69,47.89,521.4,8.348,121
30,55,0.0031,0.0003,100.0,641.63,1584.66,1397.05,554.47,2387.58,47.66,521.43,8.397,120
